video_id,title,description,upload_date,view_count,like_count,comment_count
QksCldb9kVw,Some More Nerfs and Buffs of Season 3 CODM!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

Some More Nerfs and Buffs of Season 3 CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-03-24T05:33:21Z,7798,787,180
HpAEMDpGC8o,Dont Use this Most TOXIC Combo!,"#codm #codmobile #callofdutymobile

Codm
Cod mobile
Call of duty mobile
Ednox",2021-07-17T06:03:15Z,47450,2519,196
QuZQ4bRaJEE,Activision Sent me a Reward!,"Activision Sent me a Reward! 
So after making a sponsored video for Activision and Codashop they sent me CP. Thank you Activision! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-08-05T13:17:30Z,14160,905,93
dlxmuBi8ZNU,I used MIP Laser 5mW on Snipers!,#codm #codmobile #callofdutymobile,2021-09-14T11:44:01Z,24295,1615,173
YKyAnSt9Gqs,Should You Really Use Stopping Power on Type 25?,"Should You Really Use Stopping Power on Type 25? this video shows that why should and should not use stopping power reload on type 25! 

#codm #ranked #codmobile",2021-11-28T06:47:08Z,25984,1556,160
to67M9C4iOo,5 Things P2W Player Loves in CODM!,"5 Things P2W Player Loves in CODM! 

#codm #viral #codmobile",2021-10-14T06:23:51Z,15269,1227,175
AMVsRUj4Fss,Every OG Player Did This in CODM!,"Every OG Player Did This in CODM!

Every og player did all of this in codm!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season5",2023-06-11T12:28:19Z,6216,352,54
6slTg5LwS_Q,5 Signs of a Bad Player in CODM!,"Socials
Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

5 Signs of a Bad Player in CODM! These are the signs that are mostly seen among bad players in codm. 

#codm #codmobile #callofdutymobile",2021-11-10T04:55:57Z,26590,1859,403
6lwL7xz_omk,MW11 Can Shoot NA-45 Bullets Now!?,"#codm #codmobile #callofdutymobile 

Codm
Cod mobile
Call of duty mobile
Ednox
Ice codm
Iferg",2021-09-15T12:09:38Z,55455,3756,430
eX2_jRpyT9o,The Only Game That Can Make You Better at CODM!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

Longest Pistol Noscope in the History of CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #callofdutymobile",2022-07-08T13:36:38Z,29930,1387,141
1UQD49mfZ1k,3 Reasons Why You Should Not Grind Diamond Camo For Every Gun!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

3 Reasons Why Should Not Grind Diamond Camo For Every Gun! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #diamond #callofduty",2022-05-09T11:30:41Z,80239,3132,809
ZN6Jt2J3u-w,Anime Skins in CODM!,#shorts #cod #codm #callofdutymobile,2023-06-16T16:29:40Z,15434,1157,82
qtbYdLpetl4,Automatic DLQ!,"Automatic DLQ! 
This is a automatic dlq.. This is just an edited video for just an overview on how automatic dlq will look and sound like. 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #callofdutymobile",2022-08-21T08:43:54Z,22662,1142,192
9pkREfaIDo4,I Buffed Snipers in CODM!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

4 Things CODM Should Add Right Now!

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #snipers #buff",2022-04-18T07:06:48Z,20216,1478,131
856-h7BLTKM,You use Guns? Hold my Karambit,#codm #codmobile #callofdutymobile,2021-04-28T11:52:11Z,75394,1918,237
qqQjyO6a6To,3 Great Things CODM Did For Indian Community!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

3 Great Things CODM Did For Indian Community! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #codmindia",2022-04-20T14:54:38Z,22581,1760,133
2zAusr-YD9Q,3 Most Unforgettable Glitches in CODM!,"3 Most Unforgettable Glitches in CODM!
These are the 3 most Unforgettable Glitches in call of duty mobile!

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&.

#codm #codmobile #callofdutymobile #glitch #season1",2023-01-21T13:36:05Z,33240,1142,131
2nHgRVHF9ow,Do you know these Two Guns Almost have the Same Sound!,"#codm #codmobile #callofdutymobile

Codm
Cod mobile
Call of duty mobile
Ednox
Ice codm",2021-08-15T12:57:48Z,155137,6312,451
gywQeG6v_xg,3 Games That Might Overtake CODM in 2022!,"3 Games That Might Overtake CODM in 2022! 

#codm #codmobile #games",2022-02-08T11:23:37Z,15327,1167,203
vt_SQpy8TCI,999 IQ WallBang Spots in Firing Range,#codm #codmobile #callofdutymobile,2021-05-04T05:48:59Z,7293,299,33
-F1gTo36QiI,The DLQ isn't the #1 Sniper Anymore!,"The DLQ isn't the #1 Sniper Anymore!

Hdr might suprass dlq this season

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrRjoVF-yEVUN4BVHg&s=09

#codm #codmobile #callofdutymobile #season3",2023-04-26T10:23:08Z,18197,701,263
4WQKG0ZY-YM,Players Forgot These Camos!,"Players Forgot These Camos! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&

#codm #forgot #camos",2022-12-12T14:05:37Z,10389,532,158
7eTa_sE5sQM,This COD Game Will Give You The Old CODM Feeling!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

This COD Game Will Give You The Old CODM Feeling! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Tutorial to Get Free BO2-
https://youtu.be/Q-r_z4W-Pkw",2022-01-14T14:12:35Z,39781,2508,250
2mT7Z4oNLNE,Bots Got a Crazy Buff in CODM!,"Bots Got a Crazy Buff in CODM! 
Codm buffed bots like crazy in the new season 7 update! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-08-05T05:42:23Z,40975,1859,607
5VRsh6EOscQ,3 Best Reticles That Will Improve Your Sniping!,"3 Best Reticles That Will Improve Your Sniping! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #callofdutymobile",2022-09-18T12:51:46Z,22126,637,90
afE6-gDnHmE,Warzone Mobile is Here!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

Warzone Mobile is Here!

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-07-23T12:16:42Z,33513,1539,222
7XPJj48G2DI,Lung Refresher Attachment,#codm #codmobile #callofdutymobile,2021-05-30T05:47:34Z,30711,1206,127
BUTrU8-7qGM,XPR is Better than DLQ in Season 9?,"XPR is Better than DLQ in Season 9? 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&",2022-10-12T12:39:08Z,8159,525,90
hdCklK8T1yQ,5 Guns That BROKE Cod Mobile!,"5 Guns That BROKE Cod Mobile! these are the top 5 guns that broke cod mobile... 

#codm #ranked #codmobile",2021-11-27T04:39:53Z,37489,2549,291
9r8G1S-jQ4k,ITS JUST A BR CLASS BRO 😊😊😊,#shorts #cod #codmobile #callofdutymobile,2023-06-09T16:56:10Z,19430,1575,144
xVsBieR-g9s,4 Most Used Weapons in Garena CODM!,"4 Most Used Weapons in Garena CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-09-11T11:09:49Z,9911,579,84
S8l2gACpzhs,Will Warzone Mobile Kill CODM?,"Will Warzone Mobile Kill CODM?

Warzone mobile will kill codm!!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season4",2023-05-30T08:09:32Z,3032,211,66
jeSFC5imFlI,CODM Just Did An Amazing Job!,"Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

CODM just did an amazing job from preventing accounts getting deleted.. 

Call of Duty: Mobile is a free-to-play shooter game developed by TiMi Studio Group and published by Activision for Android and iOS. It was released on October 1, 2019, where it was one of the largest mobile game launches in history, generating over US$480 million with 270 million downloads within a year. Call of Duty: Mobile was published in other regions by Garena, Tencent Games, VNG Games and TiMi Studio Group.",2022-08-29T07:06:03Z,10518,719,85
zKdH-KDY8oc,4 Reasons Why CODM Players Left For Apex Legends Mobile!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

4 Reasons Why CODM Players Left For Apex Legends Mobile! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-05-20T05:38:00Z,30539,1661,486
kpgbP5sozc4,Longest Assault Rifle Noscope! (CODM World Record),#codm #noscope #assaultrifle,2022-06-07T16:05:23Z,31144,1808,160
SvgiUf-vmn0,3 Guns That Destroys CBR4 in CODM!,"3 Guns That Destroys CBR4 in CODM!

These 3 guns destroys cbr4 in codm!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season5",2023-06-07T12:56:14Z,6487,326,86
OW0EqKpLB90,CODM Nuke - Low VS High Graphics!,#shorts #cod #codmobile #callofdutymobile,2023-08-23T12:23:20Z,8464,402,8
Af4XpULNdZc,Warzone Mobile Alpha Test Server is FINALLY Here!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

Warzone Mobile Alpha Test Server is FINALLY Here! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-05-28T10:07:28Z,36898,2047,187
j1ldYYFgh5U,Most Expensive Gun Skins in CODM!,#shorts #cod #codmobile #callofdutymobile,2023-06-21T04:57:39Z,14827,1329,43
4xEIGAxQod4,CODM Season 2 Buffs and Nerfs!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

CODM Season 2 Buffs and Nerfs! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #ranked #codmobile",2022-02-19T04:51:19Z,21625,1171,233
vgoSnBIk_bo,Warzone Mobile Beta VS CODM Beta- Which one is better?,"Warzone Mobile Beta VS CODM Beta- Which one is better? 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&

#warzone #wzm #warzonemobile",2022-12-02T12:24:56Z,6652,285,102
KGVIubkD6G4,5 Most Annoying ScoreStreaks in CODM!,"5 Most Annoying ScoreStreaks in CODM! these are the top 5 most annoying ScoreStreaks currently in codm! 

Socials
Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #ranked #codmobile",2021-11-23T04:53:52Z,29360,1403,228
XxDP791pc8Q,5 Things CODM Can Do To Become Popular Again!,"5 Things CODM Can Do To Become Popular Again! 


Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-01-08T09:50:35Z,22001,1883,315
LyZu2skVKj4,This Nuke Teleported Me😱😱,#shorts #cod #callofdutymobile,2023-05-18T12:17:06Z,224975,13500,193
uZKZdK9jHQU,3 Reasons Why We Should Respect F2P Players!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

3 Reasons Why We Should Respect F2P Players! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-05-21T05:42:10Z,25998,2009,404
dSKO1u71WZ4,3 Guns with Zero Aimshake in CODM!,"3 Guns with Zero Aimshake in CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-10-02T13:49:35Z,20073,1011,195
QEwFd5vZm1g,IT IS JUST A SNIPER! 😊😊😊,#shorts #cod #codmobile #callofdutymobile,2023-06-01T17:05:11Z,500052,23122,929
lcvpZ4qVWbA,Signs of a Girl Player in CODM!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

Codashop Socials-
FB - https://www.facebook.com/Codashop.IN/
IG - https://instagram.com/codashop.in

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Signs of a Girl Player in CODM!",2022-03-18T05:32:17Z,4814,451,104
CzSrjp24YTY,CODM is Finally Listening to Us!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

The Most Satisfying CODM Video! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #features #callofduty",2022-03-31T12:12:53Z,57768,3374,418
uFbH-X43LrE,Will CODM Face a Ban Soon?,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

Will CODM Face a Ban Soon? 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-07-31T11:11:32Z,25848,1374,355
Apf09Ql-1-Q,Do not Grind This Camo in 2023!,"Do not Grind This Camo in 2023!

You should not grind this camo in 2023!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season4",2023-05-13T11:27:34Z,13531,441,156
2VCEigz3Cp8,3 Things That Made a Comeback in CODM!,"3 Things That Made a Comeback in CODM!

These 3 things made a comback in codm

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrRjoVF-yEVUN4BVHg&s=09

#codm #codmobile #season3 #things",2023-04-11T14:35:34Z,2655,173,19
nkrFCuOkMLI,3 Most Forgotten Assault Rifles!,"3 Most Forgotten Assault Rifles

These are the 3 most forgotten assault rifles in cod mobile at this moment. This is just my list about the forgotten assault rifles.. Make your list and add it in the comments if you want.

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&.

#codm #codmobile #season1 #assaultrifles",2023-02-10T12:24:49Z,5857,362,95
6UaiJkO2IB4,Urban Tracker New Hand Glitch After Update:(,"#codm #codmobile #callofdutymobile

Codm
Cod mobile
Call of duty mobile
Ednox
Ice codm",2021-08-24T15:33:50Z,119160,4483,480
OpZrTdST6tw,"""CODM is Trash""🤡",,2023-04-18T13:09:51Z,12022,1032,169
YDD0-rLNYt4,Burst Kilo 141 Vs Auto Kilo 141!,"Burst Kilo 141 Vs Auto Kilo 141! 

Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #codmobile #kilo",2021-12-31T07:55:18Z,114567,3832,415
9V6ee0qx1gU,2 Most Toxic Things Coming in Season 3 CODM!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

2 Most Toxic Things Coming in Season 3 CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-03-10T14:03:32Z,27473,1684,270
LtOs5yNSJdU,This Makes SKS Toxic!,"This Makes SKS Toxic! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-09-28T14:25:28Z,4473,321,29
43nemxIk3Po,New Changes in Season 3 CODM,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

New Changes in Season 3 CODM

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #callofdutymobile",2022-03-29T06:51:48Z,26758,1767,204
iLfXk2nNuB4,RIP GHOST 💀☠,#shorts #cod #codmobile #callofdutymobile,2023-06-03T12:51:57Z,20004,1772,52
ihRpTtheOyY,I ALMOST DIED! 😔💔,"I ALMOST DIED! 😔💔
In this video I will explain my recent situation that happend with me.. Show love to everyone my friends!

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&.

#codm #codmobile #callofdutymobile #life #stuff",2023-01-22T07:58:22Z,5123,625,103
EsFi1p3XyGg,When CODM Accidentally Released a Free Legendary!,"When CODM Accidentally Released a Free Legendary! 
Codm released a free legendary accidentally one year ago and the glitch was pretty fun to use.. Everybody who own this skin abused it and it really gave F2P players a chance to try and experience a legendary weapon.. 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-08-08T14:44:06Z,45942,1845,205
gIj_xvH5AWI,Only CODM Gamemode That Lags in High End Devices!,"Only CODM Gamemode That Lags in High End Devices!

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&.

#codm #codmobile #callofdutymobile",2023-01-16T13:50:43Z,3554,200,81
hlWpWR_tDkA,3 Worst Legendary Skins of All Time!,"3 Worst Legendary Skins of All Time! these are the 3 worst legendary skins of all time in codm so far

Socials
Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #codmobile #legendary",2021-12-09T08:51:17Z,39349,2454,410
FWKnoRR8_Xk,3 Weapons That Got Broken By Gunsmith!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

3 Weapons That Got Broken By Gunsmith! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-01-15T13:38:12Z,22288,1622,128
LxQtBUJeMes,We Might Get a Free Legendary Gun Soon!,"We Might Get a Free Legendary Gun Soon!
So we might get a free legendary pretty soon according to the indirect signs CODM is giving us recently. Let's see what happens 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&.

#codm #codmobile #callofdutymobile #season1 #freelegendary",2023-01-22T14:09:25Z,18438,867,191
_je37X_SfNA,MOST RARE CHARACTER SKINS IN CODM!,#shorts #cod #codmobile #callofdutymobile,2023-06-06T13:01:27Z,23375,1903,173
RXTZOGbvSZ4,I Broke a CODM Youtube Record?,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

I Broke a CODM Youtube Record? 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #youtube #codmobile",2022-04-24T13:45:16Z,21211,1996,114
gvofZI2OV-k,3 Signs That Your Device is Not For CODM!,"3 Signs That Your Device is Not For CODM!

These are the signs that your device is not for codm!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season5",2023-06-23T13:07:52Z,5580,277,112
ZJjwnJZyXDs,This Happens Once in a Million Times in CODM,#codm #codmobile #callofdutymobile,2021-05-22T15:48:41Z,38315,2165,240
mefJ357vQtY,I never expected CODM to add these😳,"I never expected CODM to add these😳

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&",2022-10-17T16:11:58Z,14837,782,91
h0TXFpr3rPw,ITS JUST A PISTOL BRO 😊😊😊,#shorts #cod #codmobile #callofdutymobile,2023-06-15T07:17:02Z,28181,1489,92
J65tauySbrI,Akimbo Rytec AMR Be Like!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

Akimbo Rytec AMR Be Like! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-02-21T05:46:32Z,19891,1729,100
Lt9_NrbFfBA,First Paid Guns in CODM!,#shorts #cod #codmobile #callofdutymobile,2023-06-26T16:12:25Z,14482,922,43
2wvkrnHDiWI,3 Reasons Why Apex Legends Mobile May Overtake CODM!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

3 Reasons Why Apex Legends Mobile May Overtake CODM! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-02-28T14:21:25Z,20726,1442,347
qDt8IbyZzqE,OMG Real Life Manta Ray Looks this Smexy! 😩,#codm #codmobile #callofdutymobile,2021-09-14T05:59:14Z,17364,1456,349
cHMt0eVaNEA,CODM Removed These Things!,"CODM Removed These Things! 
These were the 4 things that codm removed suddenly from its game.. We want these things back inside of codm because it will make codm really good and special again. 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-08-10T14:31:04Z,29837,1398,167
wwxK1utnt4U,Low FOV vs High FOV in CODM!,#codm #callofdutymobile #codmobile #callofduty #shorts,2023-07-30T12:42:34Z,14384,439,18
3y2WjhcKUL4,Locus Meta is Back!,"Link to purchase through CODASHOP-
https://codashop.sjv.io/c/2984082/1334278/11950?sharedid=Ednox

Great News For Low End Device Players! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

#codm #codmobile #locus",2022-07-26T14:54:47Z,12012,822,204
w5gMZEza-m8,3 Types of Crybaby F2P Players!,"3 Types of Crybaby F2P Players!

These 3 types of crybaby f2p players get on my nerves!

Follow me on-
Instagram-https://instagram.com/ednoxyt

Twitter- https://twitter.com/EdNOXYT?t=si8HkrR...

#codm #codmobile #callofdutymobile #season4",2023-05-28T14:07:20Z,4505,344,156
C0PozXSEKXI,Infinite Ammo Perk be Like!,"#ednox #codm #codmobile

codm
cod mobile
call of duty mobile
cod m
Codm memes
viral
Ice codm
Ednox",2021-07-10T06:39:00Z,27790,1053,105
rbeoqXe9syw,CODM IN 4K 🤩🤩,#shorts #cod #codmobile #callofdutymobile,2023-06-28T11:59:23Z,189170,9344,201
DEJ3XAoS-Qk,3 Cheapest Budget Mythic Skins in CODM!,"3 Cheapest Budget Mythic Skins in CODM! 
These are the 3 of the cheapest mythic skins in codm.. 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-08-27T13:37:31Z,12622,698,144
3vquISrpfkM,Small Changes and Settings You Missed in Season 10 Update!,"Small Changes and Settings You Missed in Season 10 Update! these are the small changes and settings many people may have missed in season 10 update.. 

Socials
Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #ranked #codmobile",2021-11-17T05:56:20Z,28430,1481,204
-TNsCx3nLdI,5 Guns People Forgot After It's Release!,"5 Guns People Forgot After It's Release!  these are the guns that got released then people forgot about them.. 

Socials
Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #ranked #codmobile",2021-11-25T06:47:44Z,34050,2358,576
7cjYcrZnTfA,5 Things CODM Can Do For New Year Celebration!,"5 Things CODM Can Do For New Year Celebration! 

Instagram-https://instagram.com/ednoxyt
Discord-https://discord.gg/5ZTF4kuM9f
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09

Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

#codm #codmobile #newyear",2022-01-01T05:02:16Z,49998,3133,461
mCoWk3B29R4,CODM Released An Event We Never Expected!,"Link to Purchase through Codashop
https://codashop.sjv.io/c/2984082/1122626/11950?sharedid=Ednox

CODM Released An Event We Never Expected! 

Follow me on-
Instagram-https://instagram.com/ednoxyt
Twitter-https://twitter.com/ednoxxxx?t=EJu8jkQ5F7PhExgG0pAKtw&s=09",2022-03-04T13:13:45Z,22536,1409,178
